===================================================================================================================================
2020
Rk,Player,Solo,Ast,Tot,Loss,Sk,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
29,Richard Samuel\richard-samuel-1,1,3,4,0.0,0.0,,,,,,,,,
30,Darius Dewberry\darius-dewberry-1,1,2,3,0.0,0.0,1,0,0.0,0,,,,,
31,Andrew Gully\andrew-gully-1,1,2,3,1.0,1.0,,,,,,,,,
32,Ricardo Crawford\ricardo-crawford-1,1,1,2,0.5,0.5,,,,,,,,,
33,Tripp Chandler\tripp-chandler-1,1,1,2,0.0,0.0,,,,,,,,,
34,Shaun Chapas\shaun-chapas-1,2,0,2,0.0,0.0,,,,,,,,,
35,Fred Munzenmaier\fred-munzenmaier-1,1,1,2,0.0,0.0,,,,,,,,,
36,Matthew Stafford\matthew-stafford-1,2,0,2,0.0,0.0,,,,,,,,,
37,Blair Walsh\blair-walsh-1,2,0,2,0.0,0.0,,,,,,,,,
38,Clint Boling\clint-boling-1,1,0,1,0.0,0.0,,,,,,,,,
39,Josh Davis\josh-davis-4,1,0,1,0.0,0.0,,,,,,,,,
40,Matthew Degenova\matthew-degenova-1,0,1,1,0.0,0.0,,,,,,,,,
41,Akeem Hebron\akeem-hebron-1,0,1,1,0.0,0.0,,,,,,,,,
42,Jeff Owens\jeff-owens-1,0,1,1,0.5,0.0,,,,,,,,,
43,Logan Gray\logan-gray-1,0,1,1,0.0,0.0,,,,,,,,,
44,Brannan Southerland\brannan-southerland-1,0,1,1,0.0,0.0,,,,,,,,,
===================================================================================================================================
2007
Rk,Player,Solo,Ast,Tot,Loss,Sk,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Dannell Ellerbe\dannell-ellerbe-1,53,40,93,12.0,4.5,1,0,0.0,0,,,,,
2,Asher Allen\asher-allen-1,50,14,64,3.0,2.0,3,4,1.3,0,,,,,
3,Reshad Jones\reshad-jones-1,40,17,57,3.0,0.0,2,53,26.5,0,,,,,
4,Rennie Curran\rennie-curran-1,41,12,53,9.0,3.0,,,,,,,,,
5,Kelin Johnson\kelin-johnson-1,31,18,49,0.5,0.5,4,53,13.3,0,,,,,
6,C.J. Byrd\cj-byrd-1,29,15,44,1.5,0.0,1,-3,-3.0,0,,,,,
7,Marcus Howard\marcus-howard-1,29,12,41,12.5,10.5,,,,,3,1,13,1,3
8,Geno Atkins\geno-atkins-1,30,11,41,15.0,7.5,,,,,1,,,,
9,Marcus Washington\marcus-washington-1,27,13,40,2.5,2.5,,,,,,,,,
10,Thomas Flowers\thomas-flowers-1,32,4,36,2.0,0.0,1,0,0.0,0,,,,,
11,Akeem Dent\akeem-dent-1,26,10,36,0.5,0.0,,,,,1,,,,
12,Brandon Miller\brandon-miller-1,22,13,35,2.5,1.0,1,13,13.0,0,,,,,
13,Jeffrey Owens\jeffrey-owens-1,18,9,27,3.5,0.0,,,,,,,,,1
14,Prince Miller\prince-miller-1,16,8,24,0.0,0.0,1,0,0.0,0,,,,,
15,Darius Dewberry\darius-dewberry-1,12,12,24,1.0,0.0,,,,,,,,,
16,Roderick Battle\roderick-battle-1,15,9,24,4.0,2.5,,,,,1,,,,3
17,Kade Weston\kade-weston-1,9,9,18,6.0,2.0,,,,,,,,,
18,Bryan Evans\bryan-evans-1,14,3,17,0.0,0.0,1,0,0.0,0,,,,,
19,Jeremy Lomax\jeremy-lomax-1,11,5,16,4.5,4.5,,,,,1,,,,1
20,Darryl Gamble\darryl-gamble-1,6,8,14,1.0,0.0,,,,,1,,,,1
21,Corvey Irvin\corvey-irvin-1,10,4,14,2.5,0.5,,,,,,,,,
22,Shaun Chapas\shaun-chapas-1,9,3,12,0.0,0.0,,,,,,,,,
23,Drew Williams\drew-williams-1,8,3,11,0.0,0.0,,,,,,,,,
24,Ramarcus Brown\ramarcus-brown-1,7,3,10,0.0,0.0,,,,,,,,,
25,Jarius Wynn\jarius-wynn-1,6,3,9,1.0,1.0,,,,,,,,,
26,Quintin Banks\quintin-banks-1,6,2,8,1.5,0.0,,,,,,,,,
27,Vance Cuff\vance-cuff-1,2,4,6,0.0,0.0,,,,,,,,,
28,Michael Lemon\michael-lemon-2,3,3,6,0.0,0.0,,,,,1,,,,
29,Benjamin Boyd\benjamin-boyd-1,3,2,5,0.0,0.0,,,,,,,,,
30,Christopher Gaunder\christopher-gaunder-1,2,3,5,0.0,0.0,,,,,,,,,
31,Thomas Brown\thomas-brown-1,3,0,3,0.0,0.0,,,,,,,,,
32,Mitchell Pittman\mitchell-pittman-1,0,2,2,0.0,0.0,,,,,,,,,
33,Brandon Coutu\brandon-coutu-1,1,1,2,0.0,0.0,,,,,,,,,
34,Brannan Southerland\brannan-southerland-1,2,0,2,0.0,0.0,,,,,,,,,
35,Demarcus Dobbs\demarcus-dobbs-1,1,0,1,0.0,0.0,,,,,,,,,
36,Clint Boling\clint-boling-1,1,0,1,0.0,0.0,,,,,,,,,
37,Ricardo Crawford\ricardo-crawford-1,0,1,1,0.0,0.0,,,,,,,,,
38,Andrew Gully\andrew-gully-1,1,0,1,0.0,0.0,,,,,,,,,
39,Scott Haverkamp\scott-haverkamp-1,1,0,1,0.0,0.0,,,,,,,,,
40,Wes Jacobs\wes-jacobs-1,0,1,1,0.0,0.0,,,,,,,,,
41,Brandon Wood\brandon-wood-2,1,0,1,0.0,0.0,,,,,,,,,
42,Tripp Chandler\tripp-chandler-1,1,0,1,0.0,0.0,,,,,,,,,
43,Mikey Henderson\mikey-henderson-1,1,0,1,0.0,0.0,,,,,,,,,
44,Jason Johnson\jason-johnson-1,0,1,1,0.0,0.0,,,,,,,,,
45,Mohamed Massaquoi\mohamed-massaquoi-1,1,0,1,1.0,0.0,,,,,,,,,
===================================================================================================================================
2006
Rk,Player,Solo,Ast,Tot,Loss,Sk,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Tony Taylor\tony-taylor-1,65,31,96,7.5,3.0,7,97,13.9,1,,,29,1,
2,Jarvis Jackson\jarvis-jackson-1,37,34,71,2.5,1.0,1,0,0.0,0,,,,,
3,Kelin Johnson\kelin-johnson-1,48,12,60,5.5,2.5,2,2,1.0,0,,,,,
4,Tra Battle\tra-battle-1,34,23,57,3.5,2.0,6,154,25.7,1,,,,,
5,Paul Oliver\paul-oliver-1,46,11,57,6.5,2.0,3,44,14.7,0,,,,,
6,Charles Johnson\charles-johnson-1,36,8,44,19.0,9.5,,,,,10,1,9,0,3
7,Ramarcus Brown\ramarcus-brown-1,26,13,39,1.0,0.0,,,,,,,,,
8,Danny Verdun-Wheeler\danny-verdun-wheeler-1,24,13,37,4.0,0.0,,,,,,,,,2
9,Quentin Moses\quentin-moses-1,21,12,33,12.0,4.5,,,,,1,,,,
10,Bryan Evans\bryan-evans-1,24,2,26,3.0,1.0,,,,,6,,,,
11,Jeffrey Owens\jeffrey-owens-1,21,5,26,1.5,1.0,,,,,3,1,1,0,1
12,Asher Allen\asher-allen-1,20,4,24,1.5,0.0,,,,,,,,,
13,Brandon Miller\brandon-miller-1,17,6,23,2.0,0.0,,,,,2,,,,
14,Ray Gant\ray-gant-1,12,6,18,3.5,3.0,,,,,1,,,,
15,Kade Weston\kade-weston-1,8,5,13,0.0,0.0,,,,,2,,,,
16,Drew Williams\drew-williams-1,7,5,12,0.0,0.0,,,,,,,,,
17,Marcus Howard\marcus-howard-1,10,1,11,0.0,0.0,,,,,,1,10,0,1
18,Dale Dixson\dale-dixson-1,4,6,10,1.5,0.0,,,,,1,,,,
19,Prince Miller\prince-miller-1,8,2,10,0.0,0.0,,,,,,,,,
20,Geno Atkins\geno-atkins-1,5,4,9,0.5,0.5,,,,,,,,,
21,C.J. Byrd\cj-byrd-1,6,2,8,0.0,0.0,,,,,,,,,
22,Dannell Ellerbe\dannell-ellerbe-1,4,3,7,0.0,0.0,,,,,,,,,
23,Christopher Gaunder\christopher-gaunder-1,5,2,7,0.0,0.0,,,,,,,,,
24,Darius Dewberry\darius-dewberry-1,4,2,6,1.0,0.0,,,,,,,,,
25,Stephen White\stephen-white-1,3,2,5,0.0,0.0,,,,,,,,,
26,Jeremy Lomax\jeremy-lomax-1,3,2,5,1.0,1.0,,,,,,,,,
27,Donavon Baldwin\donavon-baldwin-1,4,0,4,0.0,0.0,,,,,,,,,
28,Roderick Battle\roderick-battle-1,3,1,4,2.0,2.0,,,,,,,,,
29,Marcus Washington\marcus-washington-1,3,1,4,0.0,0.0,,,,,,,,,
30,Marquis Elmore\marquis-elmore-1,1,2,3,0.0,0.0,,,,,1,,,,
31,Rowdy Francis\rowdy-francis-1,2,0,2,0.0,0.0,,,,,,,,,
32,Benjamin Boyd\benjamin-boyd-1,2,0,2,0.0,0.0,,,,,,,,,
33,Kregg Lumpkin\kregg-lumpkin-1,2,0,2,0.0,0.0,,,,,,,,,
34,Martrez Milner\martrez-milner-1,2,0,2,0.0,0.0,,,,,,,,,
35,Josh Davis\josh-davis-4,1,0,1,0.0,0.0,,,,,,,,,
36,Jeff Henson\jeff-henson-1,1,0,1,0.0,0.0,,,,,,,,,
37,Tripp Taylor\tripp-taylor-1,1,0,1,0.0,0.0,,,,,,,,,
38,Fernando Velasco\fernando-velasco-1,1,0,1,0.0,0.0,,,,,,,,,
39,Mikey Henderson\mikey-henderson-1,1,0,1,0.0,0.0,,,,,,,,,
40,Brannan Southerland\brannan-southerland-1,1,0,1,0.0,0.0,,,,,,,,,
===================================================================================================================================
2005
Rk,Player,Solo,Ast,Tot,Loss,Sk,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Greg Blue\greg-blue-1,70,26,96,3.5,0.0,2,0,0.0,0,,,,,
2,Jarvis Jackson\jarvis-jackson-1,58,29,87,6.0,1.0,,,,,,,,,1
3,Tra Battle\tra-battle-1,50,21,71,1.0,0.0,2,43,21.5,0,,,,,
4,Danny Verdun-Wheeler\danny-verdun-wheeler-1,46,16,62,3.0,0.0,,,,,,,,,
5,Tim Jennings\tim-jennings-1,46,10,56,7.0,1.0,4,79,19.8,1,,,,,
6,Tony Taylor\tony-taylor-1,37,19,56,5.5,1.0,1,-2,-2.0,0,,,,,
7,Demario Minter\demario-minter-1,38,10,48,3.0,0.0,2,0,0.0,0,,,,,
8,Quentin Moses\quentin-moses-1,35,9,44,20.5,11.5,,,,,2,,,,1
9,Brandon Miller\brandon-miller-1,25,15,40,3.0,0.0,,,,,1,,,,2
10,Paul Oliver\paul-oliver-1,23,5,28,1.0,0.0,3,30,10.0,0,,,,,
11,Marcus Howard\marcus-howard-1,17,7,24,2.0,2.0,,,,,,,,,
12,Charles Johnson\charles-johnson-1,15,8,23,8.5,4.0,,,,,1,,,1,1
13,Will Thompson\will-thompson-1,19,4,23,10.5,5.0,,,,,,,,,
14,Kedric Golston\kedric-golston-1,13,7,20,2.0,1.0,,,,,,,,,
15,Ray Gant\ray-gant-1,12,7,19,3.0,2.0,,,,,1,,,,
16,Darrius Swain\darrius-swain-1,10,6,16,2.0,1.5,,,,,,,,,
17,Jeffrey Owens\jeffrey-owens-1,11,5,16,3.5,3.0,,,,,,,,,
18,Gerald Anderson\gerald-anderson-1,8,7,15,1.0,0.0,,,,,,,,,
19,Dannell Ellerbe\dannell-ellerbe-1,10,4,14,2.0,2.0,1,9,9.0,0,,,,,
20,Kelin Johnson\kelin-johnson-1,9,5,14,1.0,0.0,,,,,,,,,
21,Marcus Washington\marcus-washington-1,6,5,11,0.0,0.0,,,,,,,,,
22,C.J. Byrd\cj-byrd-1,6,2,8,0.0,0.0,,,,,,,,,
23,Thomas Flowers\thomas-flowers-1,6,1,7,0.0,0.0,1,3,3.0,0,,,,,
24,Benjamin Boyd\benjamin-boyd-1,5,1,6,0.0,0.0,,,,,,,,,
25,Mike Gilliam\mike-gilliam-1,4,1,5,0.0,0.0,,,,,,,,,
26,Jamario Smith\jamario-smith-1,4,1,5,0.0,0.0,,,,,,,,,
27,Drew Williams\drew-williams-1,1,3,4,0.0,0.0,,,,,,,,,
28,Tony Milton\tony-milton-1,4,0,4,0.0,0.0,,,,,,,,,
29,Stephen White\stephen-white-1,2,2,4,0.0,0.0,,,,,,,,,
30,Dale Dixson\dale-dixson-1,2,1,3,1.0,0.0,,,,,,,,,
31,Mikey Henderson\mikey-henderson-1,2,0,2,0.0,0.0,,,,,,,,,
32,Brian Jordan\brian-jordan-1,2,0,2,0.0,0.0,,,,,,,,,
33,Ramarcus Brown\ramarcus-brown-1,2,0,2,0.0,0.0,,,,,,,,,
34,Leonard Pope\leonard-pope-1,1,1,2,0.0,0.0,,,,,,,,,
35,Brannan Southerland\brannan-southerland-1,2,0,2,0.0,0.0,,,,,,,,,
36,Joe Tereshinski\joe-tereshinski-1,1,1,2,0.0,0.0,,,,,,,,,
37,John Degenova\john-degenova-1,0,1,1,0.0,0.0,,,,,,,,,
38,Christopher Gaunder\christopher-gaunder-1,1,0,1,0.0,0.0,,,,,,,,,
39,Jeremy Lomax\jeremy-lomax-1,1,0,1,0.0,0.0,,,,,,,,,
40,Olaolu Sanni-Osomo\olaolu-sanni-osomo-1,1,0,1,0.0,0.0,,,,,,,,,
41,Thomas Brown\thomas-brown-1,1,0,1,0.0,0.0,,,,,,,,,
42,Gordon Ely-Kelso\gordon-ely-kelso-1,1,0,1,0.0,0.0,,,,,,,,,
43,Kregg Lumpkin\kregg-lumpkin-1,1,0,1,0.0,0.0,,,,,,,,,
44,Mohamed Massaquoi\mohamed-massaquoi-1,1,0,1,0.0,0.0,,,,,,,,,
45,Bryan McClendon\bryan-mcclendon-1,1,0,1,0.0,0.0,,,,,,,,,
===================================================================================================================================
2004
Rk,Player,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Tim Jennings\tim-jennings-1,2,0,0.0,0,,,,,
2,Thomas Davis\thomas-davis-1,1,0,0.0,0,,,,,
3,Kelin Johnson\kelin-johnson-1,1,19,19.0,0,,,,,
4,Paul Oliver\paul-oliver-1,1,14,14.0,0,,,,,
5,Jarvis Jackson\jarvis-jackson-1,,,,,,1,-1,0,
6,Derrick White\derrick-white-1,,,,,,1,8,0,
=======================================================================================
2003
Rk,Player,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Sean Jones\sean-jones-1,5,42,8.4,0,,,92,1,
2,David Pollack\david-pollack-1,2,24,12.0,0,,,,,
3,Tony Taylor\tony-taylor-1,2,16,8.0,0,,,,,
4,Bruce Thornton\bruce-thornton-1,2,4,2.0,0,,,,,
5,Odell Thurman\odell-thurman-1,2,125,62.5,1,,,,,
6,Decory Bryant\decory-bryant-1,1,-5,-5.0,0,,,,,
7,Thomas Davis\thomas-davis-1,1,34,34.0,0,,,,,
8,Robert Geathers\robert-geathers-1,1,0,0.0,0,,,,,
9,Tim Jennings\tim-jennings-1,1,6,6.0,0,,,,,
10,Derrick White\derrick-white-1,,,,,,1,16,0,
=======================================================================================
2002
Rk,Player,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Kentrell Curry\kentrell-curry-1,4,145,36.3,1,,,,,
2,Tim Jennings\tim-jennings-1,3,109,36.3,1,,,,,
3,Sean Jones\sean-jones-1,2,58,29.0,0,,,,,
4,David Pollack\david-pollack-1,2,39,19.5,1,,,,,
5,Bruce Thornton\bruce-thornton-1,2,71,35.5,1,,,,,
6,Decory Bryant\decory-bryant-1,1,0,0.0,0,,,,,
7,Thomas Davis\thomas-davis-1,1,11,11.0,0,,,,,
8,Darrius Swain\darrius-swain-1,1,0,0.0,0,,,,,
9,Robert Geathers\robert-geathers-1,,,,,,1,2,0,
=======================================================================================
2001
Rk,Player,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Jermaine Phillips\jermaine-phillips-1,3,89,29.7,1,,,,,
2,Tim Wansley\tim-wansley-1,2,56,28.0,1,,,,,
3,Boss Bailey\boss-bailey-1,1,0,0.0,0,,,,,
4,Decory Bryant\decory-bryant-1,1,0,0.0,0,,,,,
5,Ryan Davis\ryan-davis-1,1,0,0.0,0,,,,,
6,Robert Geathers\robert-geathers-1,1,9,9.0,0,,,,,
7,Tony Gilbert\tony-gilbert-1,1,5,5.0,0,,,,,
8,Brandon Williams\brandon-williams-1,1,6,6.0,0,,,,,
9,Bruce Thornton\bruce-thornton-1,,,,,,1,29,0,
=======================================================================================
2000
Rk,Player,Int,Yds,Avg,TD,PD,FR,Yds,TD,FF
1,Tim Wansley\tim-wansley-1,6,148,24.7,2,,,,,
2,Terreal Bierria\terreal-bierria-1,3,96,32.0,1,,,,,
3,Jamie Henderson\jamie-henderson-1,3,35,11.7,1,,,,,
4,Cory Robinson\cory-robinson-1,3,29,9.7,0,,,,,
5,Jermaine Phillips\jermaine-phillips-1,2,0,0.0,0,,,,,
6,Kendrell Bell\kendrell-bell-1,1,5,5.0,0,,,,,
7,Dantra Clements\dantra-clements-1,1,2,2.0,0,,,,,
=======================================================================================
1999
Rk,Player,Int,Yds,Avg,TD,PD
1,Jamie Henderson\jamie-henderson-1,5,77,15.4,1,
2,Cory Robinson\cory-robinson-1,5,65,13.0,0,
3,Kendrell Bell\kendrell-bell-1,3,18,6.0,0,
4,Cap Burnett\cap-burnett-1,2,6,3.0,0,
5,Jeff Harris\jeff-harris-2,2,9,4.5,0,
6,Terreal Bierria\terreal-bierria-1,1,4,4.0,0,
7,Richard Seymour\richard-seymour-2,1,1,1.0,0,
8,Tim Wansley\tim-wansley-1,1,0,0.0,0,
=======================================================================================
1998
Rk,Player,Int,Yds,Avg,TD,PD
1,Kirby Smart\kirby-smart-1,5,62,12.4,0,
2,Jeff Harris\jeff-harris-2,4,0,0.0,0,
3,Champ Bailey\champ-bailey-1,3,20,6.7,0,
4,Larry Mann\larry-mann-1,3,47,15.7,0,
5,Ryan Fleming\ryan-fleming-4,1,42,42.0,0,
6,Adrian Hollingshed\adrian-hollingshed-1,1,4,4.0,0,
7,Emarlos Leroy\emarlos-leroy-1,1,0,0.0,0,
8,Tim Wansley\tim-wansley-1,1,0,0.0,0,
=======================================================================================
1997
Rk,Player,Int,Yds,Avg,TD,PD
1,Kirby Smart\kirby-smart-1,6,0,0.0,0,
2,Champ Bailey\champ-bailey-1,3,47,15.7,1,
3,Ronald Bailey\ronald-bailey-1,3,43,14.3,1,
4,Larry Mann\larry-mann-1,2,18,9.0,0,
5,Mike Luckie\mike-luckie-1,1,22,22.0,1,
6,Brandon Tolbert\brandon-tolbert-2,1,4,4.0,0,
=======================================================================================
1996
Rk,Player,Int,Yds,Avg,TD,PD
1,Corey Johnson\corey-johnson-4,4,26,6.5,0,
2,Greg Bright\greg-bright-1,3,73,24.3,0,
3,Champ Bailey\champ-bailey-1,2,0,0.0,0,
4,Alandus Sims\alandus-sims-1,2,12,6.0,0,
5,Ronald Bailey\ronald-bailey-1,1,0,0.0,0,
6,Mike Luckie\mike-luckie-1,1,1,1.0,0,
7,Kirby Smart\kirby-smart-1,1,0,0.0,0,
=======================================================================================
1995
Rk,Player,Int,Yds,Avg,TD,PD
1,Corey Johnson\corey-johnson-4,3,60,20.0,1,
2,Ronald Bailey\ronald-bailey-1,1,15,15.0,0,
3,Phillip Daniels\phillip-daniels-1,1,21,21.0,1,
4,Armin Love\armin-love-1,1,9,9.0,0,
5,Erik Robinson\erik-robinson-2,1,18,18.0,0,
6,Alandus Sims\alandus-sims-1,1,16,16.0,0,
7,Kirby Smart\kirby-smart-1,1,12,12.0,0,
8,Brandon Tolbert\brandon-tolbert-2,1,0,0.0,0,
=======================================================================================
1994
Rk,Player,Int,Yds,Avg,TD,PD
1,Carlos Yancy\carlos-yancy-1,6,154,25.7,1,
2,Robert Edwards\robert-edwards-1,4,30,7.5,0,
3,Greg Bright\greg-bright-1,2,51,25.5,1,
4,Corey Johnson\corey-johnson-4,2,30,15.0,0,
5,Will Muschamp\will-muschamp-1,2,43,21.5,0,
=======================================================================================
1993
Rk,Player,Int,Yds,Avg,TD,PD
1,Charlie Clemons\charlie-clemons-1,3,14,4.7,0,
2,Buster Owens\buster-owens-1,3,23,7.7,0,
3,Greg Tremble\greg-tremble-1,3,20,6.7,1,
4,Charles Pledger\charles-pledger-1,2,15,7.5,0,
5,Ralph Thompson\ralph-thompson-2,2,26,13.0,0,
6,Mitch Davis\mitch-davis-1,1,13,13.0,0,
7,Randall Godfrey\randall-godfrey-1,1,46,46.0,1,
8,Will Muschamp\will-muschamp-1,1,0,0.0,0,
9,Carlos Yancy\carlos-yancy-1,1,0,0.0,0,
=======================================================================================
1992
Rk,Player,Int,Yds,Avg,TD,PD
1,Greg Tremble\greg-tremble-1,3,19,6.3,0,
2,Al Jackson\al-jackson-2,2,0,0.0,0,
3,Charles Pledger\charles-pledger-1,2,2,1.0,0,
4,Carlo Butler\carlo-butler-1,1,6,6.0,0,
5,Randall Godfrey\randall-godfrey-1,1,7,7.0,0,
6,Mike Jones\mike-jones-23,1,69,69.0,1,
7,Buster Owens\buster-owens-1,1,5,5.0,0,
8,Jock Stephens\jock-stephens-1,1,0,0.0,0,
=======================================================================================
1991
Rk,Player,Int,Yds,Avg,TD,PD
1,Chuck Carswell\chuck-carswell-1,3,14,4.7,0,
2,David Hargett\david-hargett-1,3,0,0.0,0,
3,Dwayne Simmons\dwayne-simmons-1,2,0,0.0,0,
4,George Wynn\george-wynn-1,2,26,13.0,0,
5,John Allen\john-allen-9,1,25,25.0,0,
=======================================================================================
1990
Rk,Player,Int,Yds,Avg,TD,PD
1,George Wynn\george-wynn-1,3,30,10.0,0,
2,Chuck Carswell\chuck-carswell-1,1,8,8.0,0,
3,Mo Lewis\mo-lewis-1,1,-2,-2.0,0,
4,DeWayne Simmons\dewayne-simmons-1,1,0,0.0,0,
5,Ralph Thompson\ralph-thompson-2,1,0,0.0,0,
=======================================================================================
1989
Rk,Player,Int,Yds,Avg,TD,PD
1,Ben Smith\ben-smith-3,10,54,5.4,0,
2,Matt McCormick\matt-mccormick-1,2,5,2.5,0,
3,George Wynn\george-wynn-1,2,32,16.0,0,
4,Curt Douglas\curt-douglas-1,1,0,0.0,0,
5,Demetrius Douglas\demetrius-douglas-1,1,5,5.0,0,
6,Bill Goldberg\bill-goldberg-1,1,-2,-2.0,0,
7,Mo Lewis\mo-lewis-1,1,33,33.0,0,
8,Mike Steele\mike-steele-2,1,4,4.0,0,
9,Chris Wilson\chris-wilson-2,1,0,0.0,0,
=======================================================================================
1988
Rk,Player,Int,Yds,Avg,TD,PD
1,Rusty Beasley\rusty-beasley-1,3,36,12.0,0,
2,Demetrius Douglas\demetrius-douglas-1,3,20,6.7,0,
3,Mo Lewis\mo-lewis-1,3,32,10.7,0,
4,Steve Harmon\steve-harmon-1,2,11,5.5,0,
5,Terrie Lee Webster\terrie-lee-webster-1,2,11,5.5,0,
6,Chuck Carswell\chuck-carswell-1,1,39,39.0,0,
7,Vince Guthrie\vince-guthrie-1,1,0,0.0,0,
8,Wycliffe Lovelace\wycliffe-lovelace-1,1,33,33.0,1,
9,Ben Smith\ben-smith-3,1,6,6.0,0,
=======================================================================================
1987
Rk,Player,Int,Yds,Avg,TD,PD
1,Vince Guthrie\vince-guthrie-1,3,64,21.3,0,
2,Mark Vincent\mark-vincent-2,3,5,1.7,0,
3,Rusty Beasley\rusty-beasley-1,2,22,11.0,0,
4,Will Jones\will-jones-1,2,6,3.0,0,
5,Ben Smith\ben-smith-3,2,0,0.0,0,
6,John Brantley\john-brantley-3,1,0,0.0,0,
7,Demetrius Douglas\demetrius-douglas-1,1,6,6.0,0,
8,Bill Goldberg\bill-goldberg-1,1,13,13.0,0,
9,Terrie Lee Webster\terrie-lee-webster-1,1,0,0.0,0,
=======================================================================================
1986
Rk,Player,Int,Yds,Avg,TD,PD
1,Gary Moss\gary-moss-1,5,42,8.4,0,
2,John Little\john-little-2,3,69,23.0,1,
3,Miles Smith\miles-smith-1,3,5,1.7,0,
4,Steve Boswell\steve-boswell-1,2,11,5.5,0,
5,John Brantley\john-brantley-3,2,12,6.0,0,
6,Andy Dotson\andy-dotson-1,2,5,2.5,0,
7,Will Jones\will-jones-1,2,29,14.5,0,
8,Steve Harmon\steve-harmon-1,1,11,11.0,0,
9,Samuel\samuel-1,1,0,0.0,0,
10,Greg A. Williams\greg-a-williams-1,1,0,0.0,0,
=======================================================================================
1985
Rk,Player,Int,Yds,Avg,TD,PD
1,Gary Moss\gary-moss-1,4,67,16.8,0,
2,John Little\john-little-2,3,8,2.7,0,
3,Michael Willis\michael-willis-3,2,16,8.0,0,
4,John Brantley\john-brantley-3,1,0,0.0,0,
5,Tony Flack\tony-flack-1,1,26,26.0,0,
6,Bill Mitchell\bill-mitchell-2,1,1,1.0,0,
7,Miles Smith\miles-smith-1,1,4,4.0,0,
8,Henry Williams\henry-williams-5,1,10,10.0,0,
=======================================================================================
1984
Rk,Player,Int,Yds,Avg,TD,PD
1,Jeff Sanchez\jeff-sanchez-2,4,68,17.0,0,
2,Tony Flack\tony-flack-1,3,18,6.0,0,
3,John Little\john-little-2,3,5,1.7,0,
4,Steve Boswell\steve-boswell-1,2,10,5.0,0,
5,Kevin Harris\kevin-harris-2,2,0,0.0,0,
6,Will Jones\will-jones-1,1,0,0.0,0,
7,Bill Mitchell\bill-mitchell-2,1,22,22.0,0,
=======================================================================================
1983
Rk,Player,Int,Yds,Avg,TD,PD
1,Charlie Dean\charlie-dean-2,3,92,30.7,1,
2,Andre Holmes\andre-holmes-1,3,2,0.7,0,
3,Daryll Jones\daryll-jones-1,3,-3,-1.0,0,
4,Tony Flack\tony-flack-1,2,18,9.0,0,
5,Terry Hoage\terry-hoage-1,2,3,1.5,0,
6,Tommy Thurson\tommy-thurson-1,2,23,11.5,0,
7,Knox Culpepper\knox-culpepper-2,1,55,55.0,0,
8,John Little\john-little-2,1,3,3.0,0,
9,Gary Moss\gary-moss-1,1,0,0.0,0,
10,David Painter\david-painter-1,1,20,20.0,0,
=======================================================================================
1982
Rk,Player,Int,Yds,Avg,TD,PD
1,Terry Hoage\terry-hoage-1,12,51,4.3,0,
2,Jeff Sanchez\jeff-sanchez-2,9,49,5.4,0,
3,Ronnie Harris\ronnie-harris-3,4,0,0.0,0,
4,Tony Flack\tony-flack-1,3,13,4.3,0,
5,Tim Bobo\tim-bobo-1,1,0,0.0,0,
6,Dale Carver\dale-carver-1,1,0,0.0,0,
7,Charlie Dean\charlie-dean-2,1,25,25.0,0,
8,Will Forts\will-forts-1,1,9,9.0,0,
9,Freddie Gilbert\freddie-gilbert-1,1,11,11.0,0,
10,Andre Holmes\andre-holmes-1,1,0,0.0,0,
11,Nate Taylor\nate-taylor-1,1,0,0.0,0,
=======================================================================================
1981
Rk,Player,Int,Yds,Avg,TD,PD
1,Ronnie Harris\ronnie-harris-3,4,60,15.0,0,
2,Tim Bobo\tim-bobo-1,3,29,9.7,0,
3,Steve Kelly\steve-kelly-4,3,31,10.3,0,
4,Daryll Jones\daryll-jones-1,2,33,16.5,0,
5,Dale Williams\dale-williams-3,2,0,0.0,0,
6,Charlie Dean\charlie-dean-2,1,0,0.0,0,
7,Nate Taylor\nate-taylor-1,1,3,3.0,0,
8,Tommy Thurson\tommy-thurson-1,1,4,4.0,0,
=======================================================================================
1980
Rk,Player,Int,Yds,Avg,TD,PD
1,Jeff Hipp\jeff-hipp-1,8,104,13.0,0,
2,Scott Woerner\scott-woerner-1,5,129,25.8,0,
3,Mike Fisher\mike-fisher-5,3,36,12.0,0,
4,Dale Williams\dale-williams-3,2,41,20.5,0,
5,Greg Bell\greg-bell-1,1,12,12.0,0,
6,Freddie Gilbert\freddie-gilbert-1,1,13,13.0,0,
7,Bob Kelly\bob-kelly-3,1,11,11.0,0,
8,Robert Miles\robert-miles-1,1,18,18.0,0,
9,Jimmy Payne\jimmy-payne-2,1,4,4.0,0,
10,Tommy Thurson\tommy-thurson-1,1,0,0.0,0,
